Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,CHILLAPALLY,2,COMMERCIAL,21,19,1036.0,22.96
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,DUBBAPALLY,2,COMMERCIAL,14,13,2440.0,35.32
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,GANGAPURI,2,COMMERCIAL,24,20,1626.0,55.47
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,GUNJAPADUGU,2,COMMERCIAL,123,108,19626.0,215.97
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,KAKARLA PALLY,2,COMMERCIAL,14,13,631.0,18.2
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,KANNALA,2,COMMERCIAL,9,8,1269.0,16.96
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,POTHKAPALLY,KOMERA (REC)  ,2,COMMERCIAL,18,17,5329.0,32.96
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,POTHKAPALLY,POTHAKAPALLY  ,2,COMMERCIAL,158,148,19147.0,235.444
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,POTHKAPALLY,ROOPNARAYANPET H/O SHANAGONDA ,2,COMMERCIAL,14,13,412.0,12.52
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,POTHKAPALLY,SHANAGONDA    ,2,COMMERCIAL,17,17,336.0,19.59
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,ANKAM  PALLY  ,2,COMMERCIAL,5,5,228.0,8.18
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,AREPALLY  H/O PANDILLA        ,2,COMMERCIAL,3,3,84.0,2.5
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,ASHANA PALLY  ,2,COMMERCIAL,8,8,408.0,9.26
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,BURUGU PALLY  ,2,COMMERCIAL,1,0,0.0,0.26
PEDDAPALLY,PEDDAPALLY,KALVA SRIRAMPUR,SRIRAMPUR,CHINNA RATHUPALLY,2,COMMERCIAL,5,3,114.0,7.0
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,KURNAVALLY,2,COMMERCIAL,126,109,9564.0,278.248
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,LAKSHMIPURAM-B,2,COMMERCIAL,15,15,327.0,21.143
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,MALSOOR THANDA,2,COMMERCIAL,46,41,1780.0,76.465
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,MITTAPALLY,2,COMMERCIAL,49,43,1965.0,64.179
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,MUDDUNURU,2,COMMERCIAL,36,32,1444.0,49.448
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,NARAYANA BANZAR,2,COMMERCIAL,2,2,14.0,2.0
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,NUTHANKAL,2,COMMERCIAL,44,38,2546.0,74.295
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,PINAPAKA-B,2,COMMERCIAL,71,68,5993.0,99.453
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,RAMANUJAVARAM,2,COMMERCIAL,28,22,3541.0,53.31
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,ERRAKUNTA THANDA,2,COMMERCIAL,5,5,301.0,7.72
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,GUDUR(H.Q),2,COMMERCIAL,549,488,49630.0,980.41
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,IPPALTHANDA,2,COMMERCIAL,1,1,67.0,1.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,KARAMPOODI THANDA,2,COMMERCIAL,2,2,28.0,2.5
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,KOBAL THANDA,2,COMMERCIAL,2,2,26.0,2.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,KOLLAPUR,2,COMMERCIAL,23,19,417.0,30.56
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,LINE THANDA,2,COMMERCIAL,3,3,39.0,4.0
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,MACHERLA,2,COMMERCIAL,25,24,5723.0,48.23
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,MARRIMITTA,2,COMMERCIAL,16,16,502.0,19.72
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,MATWADA,2,COMMERCIAL,22,20,2919.0,52.67
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,OOTLA,2,COMMERCIAL,1,1,0.0,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,PULLURU-GAR,2,COMMERCIAL,22,20,4098.0,61.13
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,RAMA PURAM-GAR,2,COMMERCIAL,14,12,2500.0,37.22
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,S B THANDA-GAR,2,COMMERCIAL,7,6,63.0,10.26
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,S N PURAM-GAR,2,COMMERCIAL,27,21,1242.0,53.37
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,SEETHAM PETA-GAR,2,COMMERCIAL,34,30,936.0,42.06
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,SIRI PURAM-GAR,2,COMMERCIAL,10,10,290.0,20.17
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,THIRLA PURAM-GAR,2,COMMERCIAL,7,5,838.0,9.02
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,V P THANDA-GAR,2,COMMERCIAL,2,2,23.0,3.0
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,VEDANAYAKA PURAM-GAR,2,COMMERCIAL,1,1,0.0,1.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),VEMANUR,2,COMMERCIAL,32,29,2890.0,49.96
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),MAHABUBABAD-6   (HQ),2,COMMERCIAL,161,98,104730.0,1331.974
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NSPT ROAD,2,COMMERCIAL,404,383,57383.0,1065.102
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),RTC BUS STAND ,2,COMMERCIAL,1093,1035,112317.0,2001.741
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),YELLAND ROAD,2,COMMERCIAL,897,862,89709.0,1558.394
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD TOWN2,COLLECTOR OFFICE ROAD,2,COMMERCIAL,950,826,119565.0,2650.59
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD TOWN2,KANKARA BOARD,2,COMMERCIAL,862,779,114176.0,2012.03
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,VELLIKATTA 2 HQ,2,COMMERCIAL,106,98,21407.0,355.39
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,VENKATAPURAM,2,COMMERCIAL,10,7,2153.0,35.3
MAHABUBABAD,THORRUR,THORRUR,PEDDA VANGARA,AUTHAPUR,2,COMMERCIAL,42,39,2302.0,65.55
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,SRIRAMPUR COLONY,2,COMMERCIAL,316,284,38430.0,423.761
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,TALLAPALLI,2,COMMERCIAL,16,13,756.0,15.495
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,TEAGALPAHAD,2,COMMERCIAL,542,496,62098.0,1138.326
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANDAMARRY,ANDUGULPET,2,COMMERCIAL,77,60,12490.0,167.381
NIRMAL,BHAINSA,BHAINSA,KUBEER,DODERNA,2,COMMERCIAL,19,16,4004.0,52.766
NIRMAL,BHAINSA,BHAINSA,KUBEER,Davuji nayak tanda,2,COMMERCIAL,1,1,0.0,1.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,Fakeer nayak tanda,2,COMMERCIAL,1,1,0.0,5.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,GODAPUR,2,COMMERCIAL,12,9,510.0,9.23
NIRMAL,BHAINSA,BHAINSA,KUBEER,GODSARA,2,COMMERCIAL,8,8,282.0,9.24
NIRMAL,BHAINSA,BHAINSA,KUBEER,HALDA,2,COMMERCIAL,16,15,1193.0,23.86
NIRMAL,BHAINSA,BHAINSA,KUBEER,HAMPALI (B),2,COMMERCIAL,12,12,688.0,13.5
NIRMAL,BHAINSA,BHAINSA,KUBEER,JAMGOAM,2,COMMERCIAL,6,5,166.0,7.25
NIRMAL,BHAINSA,BHAINSA,KUBEER,JUMADA,2,COMMERCIAL,2,1,0.0,2.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,KASRA,2,COMMERCIAL,9,6,478.0,11.239
NIRMAL,BHAINSA,BHAINSA,KUBEER,KUBEER,2,COMMERCIAL,404,355,29876.0,581.732
NIRMAL,BHAINSA,BHAINSA,KUBEER,KUPTI (B),2,COMMERCIAL,9,5,303.0,13.43
NIRMAL,BHAINSA,BHAINSA,KUBEER,Kishan nayak tanda,2,COMMERCIAL,1,1,0.0,1.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,LINGI,2,COMMERCIAL,5,3,26.0,5.39
NIRMAL,NIRMAL,NIRMAL,SOAN,PAKPATLA,2,COMMERCIAL,78,69,7556.0,138.96
NIRMAL,NIRMAL,NIRMAL,SOAN,SAKERA,2,COMMERCIAL,6,6,207.0,8.0
NIRMAL,NIRMAL,NIRMAL,SOAN,SANGEMPET,2,COMMERCIAL,6,5,213.0,7.24
NIRMAL,NIRMAL,NIRMAL,SOAN,SIDDULAKUNTA,2,COMMERCIAL,26,25,3534.0,57.62
NIRMAL,NIRMAL,NIRMAL,SOAN,SOAN,2,COMMERCIAL,176,147,20543.0,412.674
NIRMAL,NIRMAL,NIRMAL,SOAN,VELMAL (LOCAL),2,COMMERCIAL,19,18,820.0,26.75
NIRMAL,NIRMAL,NIRMAL RURAL,BEERAVELLY,AALOOR,2,COMMERCIAL,43,37,5318.0,78.967
NIRMAL,NIRMAL,NIRMAL RURAL,BEERAVELLY,BEERVELLY,2,COMMERCIAL,118,101,10718.0,186.202
NIRMAL,NIRMAL,NIRMAL RURAL,BEERAVELLY,BOREGOAM(NEW),2,COMMERCIAL,34,29,2607.0,67.44
NIRMAL,NIRMAL,NIRMAL RURAL,BEERAVELLY,CHINCHOLI(M),2,COMMERCIAL,41,38,3820.0,62.85
NIRMAL,NIRMAL,NIRMAL RURAL,BEERAVELLY,DONEGOAN,2,COMMERCIAL,7,7,145.0,11.0
NIRMAL,NIRMAL,NIRMAL RURAL,BEERAVELLY,GODSERA,2,COMMERCIAL,2,2,31.0,4.0
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,ADDABORE THANDA,2,COMMERCIAL,2,2,92.0,2.5
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,AMEER NAGAR,2,COMMERCIAL,23,22,5340.0,48.56
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,BADITHANDA,2,COMMERCIAL,3,3,77.0,6.0
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,BASHEERABAD,2,COMMERCIAL,144,139,9205.0,252.412
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,CHINTAMANITHANDA,2,COMMERCIAL,3,3,684.0,3.0
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,CHOUTPALLY,2,COMMERCIAL,139,130,14101.0,205.695
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,DEGAVATHTHANDA,2,COMMERCIAL,5,3,157.0,10.76
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,GAIDIGUTTA THANDA,2,COMMERCIAL,2,2,327.0,2.0
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,INAYAT NAGAR,2,COMMERCIAL,6,6,2208.0,31.0
NIZAMABAD,ARMOOR,MORTHAD,BASHEERABAD,KONAPUR,2,COMMERCIAL,45,44,6476.0,62.716
NIZAMABAD,BODHAN,RUDRUR,VARNI,SRINAGAR,2,COMMERCIAL,30,22,2611.0,47.964
NIZAMABAD,BODHAN,RUDRUR,VARNI,TAGLEPALLI,2,COMMERCIAL,48,42,7086.0,75.804
NIZAMABAD,BODHAN,RUDRUR,VARNI,VADDAPALLY,2,COMMERCIAL,99,86,14465.0,224.084
NIZAMABAD,BODHAN,RUDRUR,VARNI,VAKEEL FARM,2,COMMERCIAL,2,2,24.0,2.0
NIZAMABAD,BODHAN,RUDRUR,VARNI,VARNI,2,COMMERCIAL,35,28,2602.0,39.24
NIZAMABAD,BODHAN,YEDPALLY,BODHAN RURAL,AMDAPOOR,2,COMMERCIAL,57,42,8829.0,88.9
NIZAMABAD,BODHAN,YEDPALLY,BODHAN RURAL,BANDARPALLY,2,COMMERCIAL,8,6,1053.0,25.24
NIZAMABAD,BODHAN,YEDPALLY,BODHAN RURAL,BARDIPOOR,2,COMMERCIAL,18,14,7381.0,38.296
NIZAMABAD,BODHAN,YEDPALLY,BODHAN RURAL,BELLALFORM,2,COMMERCIAL,34,24,4735.0,54.332
NIZAMABAD,BODHAN,YEDPALLY,BODHAN RURAL,BHAVANIPET,2,COMMERCIAL,25,22,7037.0,45.863
NIZAMABAD,BODHAN,YEDPALLY,BODHAN RURAL,BHIKNELLY,2,COMMERCIAL,1,1,35.0,0.24
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,NAKA THANDA,2,COMMERCIAL,6,5,357.0,11.0
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SAMPALLY,2,COMMERCIAL,26,17,3160.0,69.76
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SAMPALLY T,2,COMMERCIAL,6,5,82.0,10.89
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SUDDAPALLY,2,COMMERCIAL,85,65,20831.0,483.152
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SUDDULAM,2,COMMERCIAL,65,57,4962.0,100.994
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,WESLINAGAR T,2,COMMERCIAL,6,5,98.0,6.74
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,YANAMPALLY,2,COMMERCIAL,55,50,9205.0,114.791
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,YANAMPALLY T,2,COMMERCIAL,1,1,6.0,0.958
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY, VIVEKNAGAR THANDA,2,COMMERCIAL,8,6,76.0,11.0
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,MURARI FORM,2,COMMERCIAL,1,1,37.0,3.26
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,NALESWAR,2,COMMERCIAL,81,72,7916.0,151.244
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,NARAYANNAPOOR,2,COMMERCIAL,19,16,668.0,21.884
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,NIZAMPOOR,2,COMMERCIAL,30,27,1159.0,35.58
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,BHUPATHIPET,2,COMMERCIAL,41,35,7038.0,78.9
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,BRAHAMANAPALLY,2,COMMERCIAL,20,16,940.0,35.6
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,BUDDUGONDA,2,COMMERCIAL,35,27,7637.0,69.41
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,CHANDRUGUDEM,2,COMMERCIAL,47,43,1760.0,61.655
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,CHINA YELLAPUR,2,COMMERCIAL,8,6,237.0,10.79
MAHABUBABAD,MAHABUBABAD,GUDUR,GUDUR,EPUR,2,COMMERCIAL,7,7,191.0,17.24
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,MADDHIVANCHA-GAR,2,COMMERCIAL,9,7,2530.0,19.098
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,MARRI GUDEM-GAR,2,COMMERCIAL,33,31,3986.0,79.495
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,MULKANOOR-GAR,2,COMMERCIAL,19,16,5759.0,57.07
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,MUTHI THANDA - GAR,2,COMMERCIAL,1,1,43.0,3.0
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,NAGARAM-GAR,2,COMMERCIAL,1,1,26.0,0.22
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,NARASIMHULA GUDEM-GAR,2,COMMERCIAL,2,2,47.0,3.0
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,PEEKLI THANDA -GAR,2,COMMERCIAL,12,11,492.0,24.742
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,PINREDDY GUDEM-GAR,2,COMMERCIAL,12,9,579.0,16.62
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,POCHARAM-GAR,2,COMMERCIAL,50,42,5660.0,95.376
MAHABUBABAD,MAHABUBABAD,KORIVI,GARLA,POOSAL THANDA - GA,2,COMMERCIAL,1,1,0.0,2.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),ROTIBANDA THANDA,2,COMMERCIAL,1,1,140.0,1.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),SADHU THANDA,2,COMMERCIAL,1,1,0.0,1.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),SANDRALAGUDEM,2,COMMERCIAL,5,5,22.0,7.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),SECUNDRABAD THANDA,2,COMMERCIAL,4,4,272.0,4.982
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),SEETHLA THANDA,2,COMMERCIAL,3,3,0.0,2.24
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),SINGARAM,2,COMMERCIAL,11,10,275.0,16.55
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),SOMULA THANDA,2,COMMERCIAL,2,2,11.0,2.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),TEKULAGUDEM,2,COMMERCIAL,5,4,218.0,6.36
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),THURUPU THANDA,2,COMMERCIAL,1,1,27.0,1.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),UTHARA THANDA,2,COMMERCIAL,1,1,146.0,2.0
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),V S LAXMIPUR,2,COMMERCIAL,17,17,3925.0,40.295
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (RURAL),VEERARAM THANDA,2,COMMERCIAL,5,5,57.0,10.0
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,MADIPELLY,2,COMMERCIAL,33,24,5145.0,110.34
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,MANGYA THANDA,2,COMMERCIAL,1,1,36.0,1.0
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,MANGYATHANDA,2,COMMERCIAL,3,3,18.0,4.0
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,MATED,2,COMMERCIAL,41,29,9192.0,93.58
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,NANCHARI MADUGU,2,COMMERCIAL,81,56,10611.0,168.48
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,PATEL GUDEM,2,COMMERCIAL,1,1,64.0,2.0
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,PEDDADUBBA THANDA,2,COMMERCIAL,2,2,0.0,2.0
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,POLEPALLY,2,COMMERCIAL,8,8,436.0,16.18
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,SAMARAPU KUNTA THANDA,2,COMMERCIAL,1,1,0.0,1.0
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,TEKYA THANDA,2,COMMERCIAL,3,3,110.0,4.0
MAHABUBABAD,THORRUR,THORRUR,CHINNAVANGARA,VELIKATTA,2,COMMERCIAL,75,59,13698.0,190.32
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,BOPPARAM,2,COMMERCIAL,1,1,201.0,4.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,CHINA VENKATAPURAM,2,COMMERCIAL,5,5,110.0,5.48
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,CHITTAPUR,2,COMMERCIAL,13,12,250.0,21.23
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,GANGARAM (NENNEL),2,COMMERCIAL,15,14,722.0,23.24
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,GANPUR,2,COMMERCIAL,17,17,888.0,25.594
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,GOLLAPALLY,2,COMMERCIAL,29,27,2169.0,45.747
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,GUDIPET,2,COMMERCIAL,3,3,44.0,5.516
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,GUNDLA SOMARAM,2,COMMERCIAL,7,7,638.0,10.56
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,JANDA VENKATAPUR,2,COMMERCIAL,9,8,3454.0,23.18
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,JOGAPUR,2,COMMERCIAL,7,7,181.0,11.14
MANCHERIAL,BELLAMPALLY,BELLAMPALLY RURAL,NENNEL,KARJI JANGAL PET,2,COMMERCIAL,6,6,642.0,10.11
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,KANNEPALLI,2,COMMERCIAL,33,26,4818.0,102.214
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,KASIPET  B,2,COMMERCIAL,20,19,999.0,30.869
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,KASPALLI,2,COMMERCIAL,3,2,0.0,12.0
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,KONDALPAD,2,COMMERCIAL,1,0,0.0,0.6
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,KONDAPUR DK,2,COMMERCIAL,9,9,520.0,12.24
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,KORVICHELMA,2,COMMERCIAL,26,22,5078.0,54.012
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,LAXMIKANTHAPUR,2,COMMERCIAL,11,9,259.0,17.12
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,LINGAPUR,2,COMMERCIAL,23,17,2282.0,108.518
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,MAKULPET,2,COMMERCIAL,7,7,160.0,9.19
MANCHERIAL,MANCHERIAL,LUXETTIPET,DANDEPALLY,MAMIDIPALLI,2,COMMERCIAL,30,24,9693.0,77.8
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,RK6 HUTS,2,COMMERCIAL,279,249,38510.0,382.652
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,SANGA MALLAIAH PALLY,2,COMMERCIAL,24,21,3272.0,22.247
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,SINGAPOOR,2,COMMERCIAL,7,1,0.0,42.24
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,MANCHERIAL - RURAL,SITARAMPALLI,2,COMMERCIAL,118,103,8863.0,218.782
NIZAMABAD,BODHAN,RUDRUR,VARNI,MALLARAM,2,COMMERCIAL,8,5,53.0,7.42
NIZAMABAD,BODHAN,RUDRUR,VARNI,NEHURUNAGAR,2,COMMERCIAL,10,5,1365.0,17.06
NIZAMABAD,BODHAN,RUDRUR,VARNI,POTTIGUTTA THANDA,2,COMMERCIAL,1,1,0.0,20.0
NIZAMABAD,BODHAN,RUDRUR,VARNI,PYADMALR,2,COMMERCIAL,6,5,92.0,2.692
NIZAMABAD,BODHAN,RUDRUR,VARNI,RAJPET,2,COMMERCIAL,1,1,120.0,0.26
NIZAMABAD,BODHAN,RUDRUR,VARNI,SANKORA,2,COMMERCIAL,28,21,1239.0,53.416
NIZAMABAD,BODHAN,RUDRUR,VARNI,SAYEEDPUR,2,COMMERCIAL,2,2,87.0,5.0
NIZAMABAD,BODHAN,RUDRUR,VARNI,SIDDAPUR TANDA,2,COMMERCIAL,5,4,183.0,11.32
NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,2,COMMERCIAL,690,637,68311.0,1281.242
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,BARDIPUR,2,COMMERCIAL,85,69,45972.0,959.37
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,DEVAPALLY CAMP,2,COMMERCIAL,21,21,2798.0,45.92
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,DEVNAGAR CAMP,2,COMMERCIAL,5,5,139.0,3.76
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,DHARMARAM - (B),2,COMMERCIAL,245,200,35773.0,496.086
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,GOLLAPALLY,2,COMMERCIAL,14,12,444.0,24.44
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,KORATPALLY,2,COMMERCIAL,44,38,7084.0,85.52
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,KORATPALLY T,2,COMMERCIAL,3,3,68.0,2.996
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,LINGASAMUNDHAR,2,COMMERCIAL,10,7,385.0,14.0
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,MENTRAJPALLY,2,COMMERCIAL,102,79,18360.0,254.348
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,ANJUMAN FORM,2,COMMERCIAL,5,3,108.0,4.52
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,ASHA JYOTHI COLONY,2,COMMERCIAL,22,21,1203.0,22.56
